cenario;dia;seed;genotipo_teste;classe_real_nirrig;classe_predita_nirrig;score_nirrig
BR16+EMB48→CD202;D05;43;CD202;0;0;0.0
BR16+EMB48→CD202;D05;43;CD202;0;0;0.0
BR16+EMB48→CD202;D05;43;CD202;0;0;0.0
BR16+EMB48→CD202;D05;43;CD202;0;0;0.0
BR16+EMB48→CD202;D05;43;CD202;0;0;0.0
BR16+EMB48→CD202;D05;43;CD202;0;0;0.0
BR16+EMB48→CD202;D05;43;CD202;0;0;0.0
BR16+EMB48→CD202;D05;43;CD202;1;0;0.32
BR16+EMB48→CD202;D05;43;CD202;1;0;0.322
BR16+EMB48→CD202;D05;43;CD202;1;0;0.292
BR16+EMB48→CD202;D05;43;CD202;1;0;0.29
BR16+EMB48→CD202;D05;43;CD202;1;1;0.544
BR16+EMB48→CD202;D05;43;CD202;1;1;0.79
BR16+EMB48→CD202;D05;43;CD202;1;1;0.824
BR16+EMB48→CD202;D05;43;CD202;1;1;0.834
BR16+EMB48→CD202;D05;43;CD202;0;0;0.0
BR16+EMB48→CD202;D05;43;CD202;0;0;0.0
BR16+EMB48→CD202;D05;43;CD202;0;0;0.0
BR16+EMB48→CD202;D05;43;CD202;0;0;0.0
BR16+EMB48→CD202;D05;43;CD202;0;0;0.0
BR16+EMB48→CD202;D05;43;CD202;0;0;0.0
BR16+EMB48→CD202;D05;43;CD202;0;0;0.0
BR16+EMB48→CD202;D05;43;CD202;0;0;0.006
BR16+EMB48→CD202;D05;43;CD202;1;0;0.292
BR16+EMB48→CD202;D05;43;CD202;1;0;0.25
BR16+EMB48→CD202;D05;43;CD202;1;0;0.264
BR16+EMB48→CD202;D05;43;CD202;1;0;0.314
BR16+EMB48→CD202;D05;43;CD202;1;1;0.68
BR16+EMB48→CD202;D05;43;CD202;1;1;0.688
BR16+EMB48→CD202;D05;43;CD202;1;1;0.69
BR16+EMB48→CD202;D05;43;CD202;1;1;0.626
BR16+EMB48→CD202;D05;43;CD202;0;0;0.0
BR16+EMB48→CD202;D05;43;CD202;0;0;0.0
BR16+EMB48→CD202;D05;43;CD202;0;0;0.0
BR16+EMB48→CD202;D05;43;CD202;0;0;0.0
BR16+EMB48→CD202;D05;43;CD202;0;0;0.0
BR16+EMB48→CD202;D05;43;CD202;0;0;0.0
BR16+EMB48→CD202;D05;43;CD202;0;0;0.0
BR16+EMB48→CD202;D05;43;CD202;0;0;0.0
BR16+EMB48→CD202;D05;43;CD202;1;0;0.238
BR16+EMB48→CD202;D05;43;CD202;1;0;0.182
BR16+EMB48→CD202;D05;43;CD202;1;0;0.356
BR16+EMB48→CD202;D05;43;CD202;1;1;0.552
BR16+EMB48→CD202;D05;43;CD202;1;1;1.0
BR16+EMB48→CD202;D05;43;CD202;1;1;1.0
BR16+EMB48→CD202;D05;43;CD202;1;1;1.0
BR16+EMB48→CD202;D05;43;CD202;1;1;1.0
BR16+EMB48→CD202;D05;44;CD202;0;0;0.0
BR16+EMB48→CD202;D05;44;CD202;0;0;0.0
BR16+EMB48→CD202;D05;44;CD202;0;0;0.0
BR16+EMB48→CD202;D05;44;CD202;0;0;0.0
BR16+EMB48→CD202;D05;44;CD202;0;0;0.064
BR16+EMB48→CD202;D05;44;CD202;0;0;0.064
BR16+EMB48→CD202;D05;44;CD202;0;0;0.058
BR16+EMB48→CD202;D05;44;CD202;0;0;0.056
BR16+EMB48→CD202;D05;44;CD202;1;1;0.994
BR16+EMB48→CD202;D05;44;CD202;1;1;0.994
BR16+EMB48→CD202;D05;44;CD202;1;1;0.996
BR16+EMB48→CD202;D05;44;CD202;1;1;0.996
BR16+EMB48→CD202;D05;44;CD202;1;0;0.078
BR16+EMB48→CD202;D05;44;CD202;1;0;0.074
BR16+EMB48→CD202;D05;44;CD202;1;0;0.074
BR16+EMB48→CD202;D05;44;CD202;1;0;0.076
BR16+EMB48→CD202;D05;44;CD202;0;0;0.0
BR16+EMB48→CD202;D05;44;CD202;0;0;0.0
BR16+EMB48→CD202;D05;44;CD202;0;0;0.0
BR16+EMB48→CD202;D05;44;CD202;0;0;0.0
BR16+EMB48→CD202;D05;44;CD202;0;0;0.0
BR16+EMB48→CD202;D05;44;CD202;0;0;0.0
BR16+EMB48→CD202;D05;44;CD202;0;0;0.0
BR16+EMB48→CD202;D05;44;CD202;0;0;0.0
BR16+EMB48→CD202;D05;44;CD202;1;0;0.336
BR16+EMB48→CD202;D05;44;CD202;1;0;0.336
BR16+EMB48→CD202;D05;44;CD202;1;0;0.324
BR16+EMB48→CD202;D05;44;CD202;1;0;0.326
BR16+EMB48→CD202;D05;44;CD202;1;1;0.534
BR16+EMB48→CD202;D05;44;CD202;1;1;0.788
BR16+EMB48→CD202;D05;44;CD202;1;1;0.81
BR16+EMB48→CD202;D05;44;CD202;1;1;0.832
BR16+EMB48→CD202;D05;44;CD202;0;0;0.0
BR16+EMB48→CD202;D05;44;CD202;0;0;0.0
BR16+EMB48→CD202;D05;44;CD202;0;0;0.0
BR16+EMB48→CD202;D05;44;CD202;0;0;0.0
BR16+EMB48→CD202;D05;44;CD202;0;0;0.0
BR16+EMB48→CD202;D05;44;CD202;0;0;0.0
BR16+EMB48→CD202;D05;44;CD202;0;0;0.002
BR16+EMB48→CD202;D05;44;CD202;0;0;0.004
BR16+EMB48→CD202;D05;44;CD202;1;0;0.344
BR16+EMB48→CD202;D05;44;CD202;1;0;0.31
BR16+EMB48→CD202;D05;44;CD202;1;0;0.318
BR16+EMB48→CD202;D05;44;CD202;1;0;0.356
BR16+EMB48→CD202;D05;44;CD202;1;1;0.728
BR16+EMB48→CD202;D05;44;CD202;1;1;0.736
BR16+EMB48→CD202;D05;44;CD202;1;1;0.72
BR16+EMB48→CD202;D05;44;CD202;1;1;0.662
BR16+EMB48→CD202;D05;44;CD202;0;0;0.0
BR16+EMB48→CD202;D05;44;CD202;0;0;0.0
BR16+EMB48→CD202;D05;44;CD202;0;0;0.0
BR16+EMB48→CD202;D05;44;CD202;0;0;0.0
BR16+EMB48→CD202;D05;44;CD202;0;0;0.0
BR16+EMB48→CD202;D05;44;CD202;0;0;0.0
BR16+EMB48→CD202;D05;44;CD202;0;0;0.0
BR16+EMB48→CD202;D05;44;CD202;0;0;0.0
BR16+EMB48→CD202;D05;44;CD202;1;0;0.292
BR16+EMB48→CD202;D05;44;CD202;1;0;0.238
BR16+EMB48→CD202;D05;44;CD202;1;0;0.392
BR16+EMB48→CD202;D05;44;CD202;1;1;0.522
BR16+EMB48→CD202;D05;44;CD202;1;1;0.998
BR16+EMB48→CD202;D05;44;CD202;1;1;1.0
BR16+EMB48→CD202;D05;44;CD202;1;1;1.0
BR16+EMB48→CD202;D05;44;CD202;1;1;1.0
BR16+EMB48→CD202;D05;45;CD202;0;0;0.0
BR16+EMB48→CD202;D05;45;CD202;0;0;0.0
BR16+EMB48→CD202;D05;45;CD202;0;0;0.0
BR16+EMB48→CD202;D05;45;CD202;0;0;0.0
BR16+EMB48→CD202;D05;45;CD202;0;0;0.076
BR16+EMB48→CD202;D05;45;CD202;0;0;0.072
BR16+EMB48→CD202;D05;45;CD202;0;0;0.066
BR16+EMB48→CD202;D05;45;CD202;0;0;0.062
BR16+EMB48→CD202;D05;45;CD202;1;1;0.998
BR16+EMB48→CD202;D05;45;CD202;1;1;0.998
BR16+EMB48→CD202;D05;45;CD202;1;1;0.998
BR16+EMB48→CD202;D05;45;CD202;1;1;0.998
BR16+EMB48→CD202;D05;45;CD202;1;0;0.08
BR16+EMB48→CD202;D05;45;CD202;1;0;0.08
BR16+EMB48→CD202;D05;45;CD202;1;0;0.08
BR16+EMB48→CD202;D05;45;CD202;1;0;0.08
BR16+EMB48→CD202;D05;45;CD202;0;0;0.0
BR16+EMB48→CD202;D05;45;CD202;0;0;0.0
BR16+EMB48→CD202;D05;45;CD202;0;0;0.0
BR16+EMB48→CD202;D05;45;CD202;0;0;0.0
BR16+EMB48→CD202;D05;45;CD202;0;0;0.0
BR16+EMB48→CD202;D05;45;CD202;0;0;0.0
BR16+EMB48→CD202;D05;45;CD202;0;0;0.0
BR16+EMB48→CD202;D05;45;CD202;0;0;0.0
BR16+EMB48→CD202;D05;45;CD202;1;0;0.336
BR16+EMB48→CD202;D05;45;CD202;1;0;0.34
BR16+EMB48→CD202;D05;45;CD202;1;0;0.33
BR16+EMB48→CD202;D05;45;CD202;1;0;0.334
BR16+EMB48→CD202;D05;45;CD202;1;0;0.484
BR16+EMB48→CD202;D05;45;CD202;1;1;0.706
BR16+EMB48→CD202;D05;45;CD202;1;1;0.768
BR16+EMB48→CD202;D05;45;CD202;1;1;0.784
BR16+EMB48→CD202;D05;45;CD202;0;0;0.0
BR16+EMB48→CD202;D05;45;CD202;0;0;0.0
BR16+EMB48→CD202;D05;45;CD202;0;0;0.0
BR16+EMB48→CD202;D05;45;CD202;0;0;0.0
BR16+EMB48→CD202;D05;45;CD202;0;0;0.0
BR16+EMB48→CD202;D05;45;CD202;0;0;0.0
BR16+EMB48→CD202;D05;45;CD202;0;0;0.0
BR16+EMB48→CD202;D05;45;CD202;0;0;0.004
BR16+EMB48→CD202;D05;45;CD202;1;0;0.344
BR16+EMB48→CD202;D05;45;CD202;1;0;0.296
BR16+EMB48→CD202;D05;45;CD202;1;0;0.308
BR16+EMB48→CD202;D05;45;CD202;1;0;0.362
BR16+EMB48→CD202;D05;45;CD202;1;1;0.706
BR16+EMB48→CD202;D05;45;CD202;1;1;0.716
BR16+EMB48→CD202;D05;45;CD202;1;1;0.718
BR16+EMB48→CD202;D05;45;CD202;1;1;0.664
BR16+EMB48→CD202;D05;45;CD202;0;0;0.0
BR16+EMB48→CD202;D05;45;CD202;0;0;0.0
BR16+EMB48→CD202;D05;45;CD202;0;0;0.0
BR16+EMB48→CD202;D05;45;CD202;0;0;0.0
BR16+EMB48→CD202;D05;45;CD202;0;0;0.0
BR16+EMB48→CD202;D05;45;CD202;0;0;0.0
BR16+EMB48→CD202;D05;45;CD202;0;0;0.0
BR16+EMB48→CD202;D05;45;CD202;0;0;0.0
BR16+EMB48→CD202;D05;45;CD202;1;0;0.282
BR16+EMB48→CD202;D05;45;CD202;1;0;0.212
BR16+EMB48→CD202;D05;45;CD202;1;0;0.38
BR16+EMB48→CD202;D05;45;CD202;1;1;0.544
BR16+EMB48→CD202;D05;45;CD202;1;1;0.998
BR16+EMB48→CD202;D05;45;CD202;1;1;0.998
BR16+EMB48→CD202;D05;45;CD202;1;1;1.0
BR16+EMB48→CD202;D05;45;CD202;1;1;1.0
BR16+EMB48→CD202;D05;46;CD202;0;0;0.0
BR16+EMB48→CD202;D05;46;CD202;0;0;0.0
BR16+EMB48→CD202;D05;46;CD202;0;0;0.0
BR16+EMB48→CD202;D05;46;CD202;0;0;0.0
BR16+EMB48→CD202;D05;46;CD202;0;0;0.058
BR16+EMB48→CD202;D05;46;CD202;0;0;0.06
BR16+EMB48→CD202;D05;46;CD202;0;0;0.05
BR16+EMB48→CD202;D05;46;CD202;0;0;0.05
BR16+EMB48→CD202;D05;46;CD202;1;1;0.998
BR16+EMB48→CD202;D05;46;CD202;1;1;0.998
BR16+EMB48→CD202;D05;46;CD202;1;1;0.998
BR16+EMB48→CD202;D05;46;CD202;1;1;0.998
BR16+EMB48→CD202;D05;46;CD202;1;0;0.092
BR16+EMB48→CD202;D05;46;CD202;1;0;0.084
BR16+EMB48→CD202;D05;46;CD202;1;0;0.084
BR16+EMB48→CD202;D05;46;CD202;1;0;0.086
BR16+EMB48→CD202;D05;46;CD202;0;0;0.0
BR16+EMB48→CD202;D05;46;CD202;0;0;0.0
BR16+EMB48→CD202;D05;46;CD202;0;0;0.0
BR16+EMB48→CD202;D05;46;CD202;0;0;0.0
BR16+EMB48→CD202;D05;46;CD202;0;0;0.0
BR16+EMB48→CD202;D05;46;CD202;0;0;0.0
BR16+EMB48→CD202;D05;46;CD202;0;0;0.0
BR16+EMB48→CD202;D05;46;CD202;0;0;0.0
BR16+EMB48→CD202;D05;46;CD202;1;0;0.34
BR16+EMB48→CD202;D05;46;CD202;1;0;0.336
BR16+EMB48→CD202;D05;46;CD202;1;0;0.326
BR16+EMB48→CD202;D05;46;CD202;1;0;0.324
BR16+EMB48→CD202;D05;46;CD202;1;1;0.508
BR16+EMB48→CD202;D05;46;CD202;1;1;0.726
BR16+EMB48→CD202;D05;46;CD202;1;1;0.794
BR16+EMB48→CD202;D05;46;CD202;1;1;0.804
BR16+EMB48→CD202;D05;46;CD202;0;0;0.0
BR16+EMB48→CD202;D05;46;CD202;0;0;0.0
BR16+EMB48→CD202;D05;46;CD202;0;0;0.0
BR16+EMB48→CD202;D05;46;CD202;0;0;0.0
BR16+EMB48→CD202;D05;46;CD202;0;0;0.0
BR16+EMB48→CD202;D05;46;CD202;0;0;0.0
BR16+EMB48→CD202;D05;46;CD202;0;0;0.0
BR16+EMB48→CD202;D05;46;CD202;0;0;0.008
BR16+EMB48→CD202;D05;46;CD202;1;0;0.328
BR16+EMB48→CD202;D05;46;CD202;1;0;0.278
BR16+EMB48→CD202;D05;46;CD202;1;0;0.296
BR16+EMB48→CD202;D05;46;CD202;1;0;0.346
BR16+EMB48→CD202;D05;46;CD202;1;1;0.706
BR16+EMB48→CD202;D05;46;CD202;1;1;0.686
BR16+EMB48→CD202;D05;46;CD202;1;1;0.69
BR16+EMB48→CD202;D05;46;CD202;1;1;0.636
BR16+EMB48→CD202;D05;46;CD202;0;0;0.0
BR16+EMB48→CD202;D05;46;CD202;0;0;0.0
BR16+EMB48→CD202;D05;46;CD202;0;0;0.0
BR16+EMB48→CD202;D05;46;CD202;0;0;0.0
BR16+EMB48→CD202;D05;46;CD202;0;0;0.0
BR16+EMB48→CD202;D05;46;CD202;0;0;0.0
BR16+EMB48→CD202;D05;46;CD202;0;0;0.0
BR16+EMB48→CD202;D05;46;CD202;0;0;0.0
BR16+EMB48→CD202;D05;46;CD202;1;0;0.266
BR16+EMB48→CD202;D05;46;CD202;1;0;0.188
BR16+EMB48→CD202;D05;46;CD202;1;0;0.352
BR16+EMB48→CD202;D05;46;CD202;1;1;0.546
BR16+EMB48→CD202;D05;46;CD202;1;1;0.998
BR16+EMB48→CD202;D05;46;CD202;1;1;1.0
BR16+EMB48→CD202;D05;46;CD202;1;1;1.0
BR16+EMB48→CD202;D05;46;CD202;1;1;1.0
BR16+CD202→EMB48;D06;42;EMB48;0;0;0.0
BR16+CD202→EMB48;D06;42;EMB48;0;0;0.0
BR16+CD202→EMB48;D06;42;EMB48;0;0;0.0
BR16+CD202→EMB48;D06;42;EMB48;0;0;0.0
BR16+CD202→EMB48;D06;42;EMB48;0;0;0.0
BR16+CD202→EMB48;D06;42;EMB48;0;0;0.0
BR16+CD202→EMB48;D06;42;EMB48;0;0;0.0
BR16+CD202→EMB48;D06;42;EMB48;0;0;0.0
BR16+CD202→EMB48;D06;42;EMB48;1;1;0.85
BR16+CD202→EMB48;D06;42;EMB48;1;1;0.832
BR16+CD202→EMB48;D06;42;EMB48;1;1;0.896
BR16+CD202→EMB48;D06;42;EMB48;1;1;0.864
BR16+CD202→EMB48;D06;42;EMB48;1;1;1.0
BR16+CD202→EMB48;D06;42;EMB48;1;1;1.0
BR16+CD202→EMB48;D06;42;EMB48;1;1;1.0
BR16+CD202→EMB48;D06;42;EMB48;1;1;1.0
BR16+CD202→EMB48;D06;42;EMB48;0;0;0.03
BR16+CD202→EMB48;D06;42;EMB48;0;0;0.006
BR16+CD202→EMB48;D06;42;EMB48;0;0;0.006
BR16+CD202→EMB48;D06;42;EMB48;0;0;0.006
BR16+CD202→EMB48;D06;42;EMB48;0;1;0.546
BR16+CD202→EMB48;D06;42;EMB48;0;1;0.542
BR16+CD202→EMB48;D06;42;EMB48;0;1;0.542
BR16+CD202→EMB48;D06;42;EMB48;0;1;0.544
BR16+CD202→EMB48;D06;42;EMB48;1;1;1.0
BR16+CD202→EMB48;D06;42;EMB48;1;1;1.0
BR16+CD202→EMB48;D06;42;EMB48;1;1;1.0
BR16+CD202→EMB48;D06;42;EMB48;1;1;1.0
BR16+CD202→EMB48;D06;42;EMB48;1;1;1.0
BR16+CD202→EMB48;D06;42;EMB48;1;1;1.0
BR16+CD202→EMB48;D06;42;EMB48;1;1;1.0
BR16+CD202→EMB48;D06;42;EMB48;1;1;1.0
BR16+CD202→EMB48;D06;42;EMB48;0;0;0.002
BR16+CD202→EMB48;D06;42;EMB48;0;0;0.002
BR16+CD202→EMB48;D06;42;EMB48;0;0;0.0
BR16+CD202→EMB48;D06;42;EMB48;0;0;0.0
BR16+CD202→EMB48;D06;42;EMB48;0;0;0.004
BR16+CD202→EMB48;D06;42;EMB48;0;0;0.004
BR16+CD202→EMB48;D06;42;EMB48;0;0;0.002
BR16+CD202→EMB48;D06;42;EMB48;0;0;0.002
BR16+CD202→EMB48;D06;42;EMB48;1;1;1.0
BR16+CD202→EMB48;D06;42;EMB48;1;1;1.0
BR16+CD202→EMB48;D06;42;EMB48;1;1;1.0
BR16+CD202→EMB48;D06;42;EMB48;1;1;1.0
BR16+CD202→EMB48;D06;42;EMB48;1;1;1.0
BR16+CD202→EMB48;D06;42;EMB48;1;1;1.0
BR16+CD202→EMB48;D06;42;EMB48;1;1;1.0
BR16+CD202→EMB48;D06;42;EMB48;1;1;1.0
BR16+CD202→EMB48;D06;42;EMB48;0;0;0.292
BR16+CD202→EMB48;D06;42;EMB48;0;0;0.082
BR16+CD202→EMB48;D06;42;EMB48;0;0;0.048
BR16+CD202→EMB48;D06;42;EMB48;0;0;0.124
BR16+CD202→EMB48;D06;42;EMB48;0;0;0.004
BR16+CD202→EMB48;D06;42;EMB48;0;0;0.002
BR16+CD202→EMB48;D06;42;EMB48;0;0;0.0
BR16+CD202→EMB48;D06;42;EMB48;0;0;0.0
BR16+CD202→EMB48;D06;42;EMB48;1;1;1.0
BR16+CD202→EMB48;D06;42;EMB48;1;1;1.0
BR16+CD202→EMB48;D06;42;EMB48;1;1;1.0
BR16+CD202→EMB48;D06;42;EMB48;1;1;1.0
BR16+CD202→EMB48;D06;42;EMB48;1;1;1.0
BR16+CD202→EMB48;D06;42;EMB48;1;1;1.0
BR16+CD202→EMB48;D06;42;EMB48;1;1;1.0
BR16+CD202→EMB48;D06;42;EMB48;1;1;1.0
BR16+CD202→EMB48;D06;43;EMB48;0;0;0.0
BR16+CD202→EMB48;D06;43;EMB48;0;0;0.0
BR16+CD202→EMB48;D06;43;EMB48;0;0;0.0
BR16+CD202→EMB48;D06;43;EMB48;0;0;0.0
BR16+CD202→EMB48;D06;43;EMB48;0;0;0.0
BR16+CD202→EMB48;D06;43;EMB48;0;0;0.0
BR16+CD202→EMB48;D06;43;EMB48;0;0;0.0
BR16+CD202→EMB48;D06;43;EMB48;0;0;0.0
BR16+CD202→EMB48;D06;43;EMB48;1;1;0.846
BR16+CD202→EMB48;D06;43;EMB48;1;1;0.822
BR16+CD202→EMB48;D06;43;EMB48;1;1;0.89
BR16+CD202→EMB48;D06;43;EMB48;1;1;0.866
BR16+CD202→EMB48;D06;43;EMB48;1;1;1.0
BR16+CD202→EMB48;D06;43;EMB48;1;1;1.0
BR16+CD202→EMB48;D06;43;EMB48;1;1;1.0
BR16+CD202→EMB48;D06;43;EMB48;1;1;1.0
BR16+CD202→EMB48;D06;43;EMB48;0;0;0.016
BR16+CD202→EMB48;D06;43;EMB48;0;0;0.01
BR16+CD202→EMB48;D06;43;EMB48;0;0;0.008
BR16+CD202→EMB48;D06;43;EMB48;0;0;0.008
BR16+CD202→EMB48;D06;43;EMB48;0;1;0.51
BR16+CD202→EMB48;D06;43;EMB48;0;1;0.506
BR16+CD202→EMB48;D06;43;EMB48;0;1;0.506
BR16+CD202→EMB48;D06;43;EMB48;0;1;0.508
BR16+CD202→EMB48;D06;43;EMB48;1;1;1.0
BR16+CD202→EMB48;D06;43;EMB48;1;1;1.0
BR16+CD202→EMB48;D06;43;EMB48;1;1;1.0
BR16+CD202→EMB48;D06;43;EMB48;1;1;1.0
BR16+CD202→EMB48;D06;43;EMB48;1;1;1.0
BR16+CD202→EMB48;D06;43;EMB48;1;1;1.0
BR16+CD202→EMB48;D06;43;EMB48;1;1;1.0
BR16+CD202→EMB48;D06;43;EMB48;1;1;1.0
BR16+CD202→EMB48;D06;43;EMB48;0;0;0.006
BR16+CD202→EMB48;D06;43;EMB48;0;0;0.006
BR16+CD202→EMB48;D06;43;EMB48;0;0;0.002
BR16+CD202→EMB48;D06;43;EMB48;0;0;0.002
BR16+CD202→EMB48;D06;43;EMB48;0;0;0.004
BR16+CD202→EMB48;D06;43;EMB48;0;0;0.004
BR16+CD202→EMB48;D06;43;EMB48;0;0;0.004
BR16+CD202→EMB48;D06;43;EMB48;0;0;0.004
BR16+CD202→EMB48;D06;43;EMB48;1;1;1.0
BR16+CD202→EMB48;D06;43;EMB48;1;1;1.0
BR16+CD202→EMB48;D06;43;EMB48;1;1;1.0
BR16+CD202→EMB48;D06;43;EMB48;1;1;1.0
BR16+CD202→EMB48;D06;43;EMB48;1;1;1.0
BR16+CD202→EMB48;D06;43;EMB48;1;1;1.0
BR16+CD202→EMB48;D06;43;EMB48;1;1;1.0
BR16+CD202→EMB48;D06;43;EMB48;1;1;1.0
BR16+CD202→EMB48;D06;43;EMB48;0;0;0.36
BR16+CD202→EMB48;D06;43;EMB48;0;0;0.12
BR16+CD202→EMB48;D06;43;EMB48;0;0;0.05
BR16+CD202→EMB48;D06;43;EMB48;0;0;0.12
BR16+CD202→EMB48;D06;43;EMB48;0;0;0.004
BR16+CD202→EMB48;D06;43;EMB48;0;0;0.002
BR16+CD202→EMB48;D06;43;EMB48;0;0;0.002
BR16+CD202→EMB48;D06;43;EMB48;0;0;0.002
BR16+CD202→EMB48;D06;43;EMB48;1;1;1.0
BR16+CD202→EMB48;D06;43;EMB48;1;1;1.0
BR16+CD202→EMB48;D06;43;EMB48;1;1;1.0
BR16+CD202→EMB48;D06;43;EMB48;1;1;1.0
BR16+CD202→EMB48;D06;43;EMB48;1;1;1.0
BR16+CD202→EMB48;D06;43;EMB48;1;1;1.0
BR16+CD202→EMB48;D06;43;EMB48;1;1;1.0
BR16+CD202→EMB48;D06;43;EMB48;1;1;1.0
BR16+CD202→EMB48;D06;44;EMB48;0;0;0.0
BR16+CD202→EMB48;D06;44;EMB48;0;0;0.0
BR16+CD202→EMB48;D06;44;EMB48;0;0;0.0
BR16+CD202→EMB48;D06;44;EMB48;0;0;0.0
BR16+CD202→EMB48;D06;44;EMB48;0;0;0.0
BR16+CD202→EMB48;D06;44;EMB48;0;0;0.0
BR16+CD202→EMB48;D06;44;EMB48;0;0;0.0
BR16+CD202→EMB48;D06;44;EMB48;0;0;0.0
BR16+CD202→EMB48;D06;44;EMB48;1;1;0.85
BR16+CD202→EMB48;D06;44;EMB48;1;1;0.826
BR16+CD202→EMB48;D06;44;EMB48;1;1;0.884
BR16+CD202→EMB48;D06;44;EMB48;1;1;0.862
BR16+CD202→EMB48;D06;44;EMB48;1;1;1.0
BR16+CD202→EMB48;D06;44;EMB48;1;1;1.0
BR16+CD202→EMB48;D06;44;EMB48;1;1;1.0
BR16+CD202→EMB48;D06;44;EMB48;1;1;1.0
BR16+CD202→EMB48;D06;44;EMB48;0;0;0.016
BR16+CD202→EMB48;D06;44;EMB48;0;0;0.002
BR16+CD202→EMB48;D06;44;EMB48;0;0;0.002
BR16+CD202→EMB48;D06;44;EMB48;0;0;0.002
BR16+CD202→EMB48;D06;44;EMB48;0;1;0.53
BR16+CD202→EMB48;D06;44;EMB48;0;1;0.526
BR16+CD202→EMB48;D06;44;EMB48;0;1;0.524
BR16+CD202→EMB48;D06;44;EMB48;0;1;0.524
BR16+CD202→EMB48;D06;44;EMB48;1;1;1.0
BR16+CD202→EMB48;D06;44;EMB48;1;1;1.0
BR16+CD202→EMB48;D06;44;EMB48;1;1;1.0
BR16+CD202→EMB48;D06;44;EMB48;1;1;1.0
BR16+CD202→EMB48;D06;44;EMB48;1;1;1.0
BR16+CD202→EMB48;D06;44;EMB48;1;1;1.0
BR16+CD202→EMB48;D06;44;EMB48;1;1;1.0
BR16+CD202→EMB48;D06;44;EMB48;1;1;1.0
BR16+CD202→EMB48;D06;44;EMB48;0;0;0.0
BR16+CD202→EMB48;D06;44;EMB48;0;0;0.0
BR16+CD202→EMB48;D06;44;EMB48;0;0;0.0
BR16+CD202→EMB48;D06;44;EMB48;0;0;0.0
BR16+CD202→EMB48;D06;44;EMB48;0;0;0.0
BR16+CD202→EMB48;D06;44;EMB48;0;0;0.0
BR16+CD202→EMB48;D06;44;EMB48;0;0;0.0
BR16+CD202→EMB48;D06;44;EMB48;0;0;0.0
BR16+CD202→EMB48;D06;44;EMB48;1;1;1.0
BR16+CD202→EMB48;D06;44;EMB48;1;1;1.0
BR16+CD202→EMB48;D06;44;EMB48;1;1;1.0
BR16+CD202→EMB48;D06;44;EMB48;1;1;1.0
BR16+CD202→EMB48;D06;44;EMB48;1;1;1.0
BR16+CD202→EMB48;D06;44;EMB48;1;1;1.0
BR16+CD202→EMB48;D06;44;EMB48;1;1;1.0
BR16+CD202→EMB48;D06;44;EMB48;1;1;1.0
BR16+CD202→EMB48;D06;44;EMB48;0;0;0.344
BR16+CD202→EMB48;D06;44;EMB48;0;0;0.118
BR16+CD202→EMB48;D06;44;EMB48;0;0;0.064
BR16+CD202→EMB48;D06;44;EMB48;0;0;0.116
BR16+CD202→EMB48;D06;44;EMB48;0;0;0.006
BR16+CD202→EMB48;D06;44;EMB48;0;0;0.0
BR16+CD202→EMB48;D06;44;EMB48;0;0;0.0
BR16+CD202→EMB48;D06;44;EMB48;0;0;0.0
BR16+CD202→EMB48;D06;44;EMB48;1;1;1.0
BR16+CD202→EMB48;D06;44;EMB48;1;1;1.0
BR16+CD202→EMB48;D06;44;EMB48;1;1;1.0
BR16+CD202→EMB48;D06;44;EMB48;1;1;1.0
BR16+CD202→EMB48;D06;44;EMB48;1;1;1.0
BR16+CD202→EMB48;D06;44;EMB48;1;1;1.0
BR16+CD202→EMB48;D06;44;EMB48;1;1;1.0
BR16+CD202→EMB48;D06;44;EMB48;1;1;1.0
BR16+CD202→EMB48;D06;45;EMB48;0;0;0.0
BR16+CD202→EMB48;D06;45;EMB48;0;0;0.0
BR16+CD202→EMB48;D06;45;EMB48;0;0;0.0
BR16+CD202→EMB48;D06;45;EMB48;0;0;0.0
BR16+CD202→EMB48;D06;45;EMB48;0;0;0.0
BR16+CD202→EMB48;D06;45;EMB48;0;0;0.0
BR16+CD202→EMB48;D06;45;EMB48;0;0;0.0
BR16+CD202→EMB48;D06;45;EMB48;0;0;0.0
BR16+CD202→EMB48;D06;45;EMB48;1;1;0.842
BR16+CD202→EMB48;D06;45;EMB48;1;1;0.818
BR16+CD202→EMB48;D06;45;EMB48;1;1;0.882
BR16+CD202→EMB48;D06;45;EMB48;1;1;0.86
BR16+CD202→EMB48;D06;45;EMB48;1;1;1.0
BR16+CD202→EMB48;D06;45;EMB48;1;1;1.0
BR16+CD202→EMB48;D06;45;EMB48;1;1;1.0
BR16+CD202→EMB48;D06;45;EMB48;1;1;1.0
BR16+CD202→EMB48;D06;45;EMB48;0;0;0.028
BR16+CD202→EMB48;D06;45;EMB48;0;0;0.008
BR16+CD202→EMB48;D06;45;EMB48;0;0;0.008
BR16+CD202→EMB48;D06;45;EMB48;0;0;0.008
BR16+CD202→EMB48;D06;45;EMB48;0;1;0.528
BR16+CD202→EMB48;D06;45;EMB48;0;1;0.524
BR16+CD202→EMB48;D06;45;EMB48;0;1;0.524
BR16+CD202→EMB48;D06;45;EMB48;0;1;0.524
BR16+CD202→EMB48;D06;45;EMB48;1;1;1.0
BR16+CD202→EMB48;D06;45;EMB48;1;1;1.0
