modelo;modo;genotipo_avaliado;fold;split;indice_amostra;nomenclaura;bloco;genotipo;condicao;data_coleta;turno;dia
svm;por_genotipo;CD202;1;treino;87;B2_CD202_IRRIG_REPROD00007.asd;B2;CD202;IRRIG;D02M;manha;D02
svm;por_genotipo;CD202;1;treino;88;B2_CD202_NIRRIG_REPROD00000.asd;B2;CD202;NIRRIG;D02M;manha;D02
svm;por_genotipo;CD202;1;treino;89;B2_CD202_NIRRIG_REPROD00001.asd;B2;CD202;NIRRIG;D02M;manha;D02
svm;por_genotipo;CD202;1;treino;90;B2_CD202_NIRRIG_REPROD00002.asd;B2;CD202;NIRRIG;D02M;manha;D02
svm;por_genotipo;CD202;1;treino;91;B2_CD202_NIRRIG_REPROD00003.asd;B2;CD202;NIRRIG;D02M;manha;D02
svm;por_genotipo;CD202;1;treino;92;B2_CD202_NIRRIG_REPROD00004.asd;B2;CD202;NIRRIG;D02M;manha;D02
svm;por_genotipo;CD202;1;treino;93;B2_CD202_NIRRIG_REPROD00005.asd;B2;CD202;NIRRIG;D02M;manha;D02
svm;por_genotipo;CD202;1;treino;95;B2_CD202_NIRRIG_REPROD00007.asd;B2;CD202;NIRRIG;D02M;manha;D02
svm;por_genotipo;CD202;1;treino;96;B3_CD202_IRRIG_REPROD00000.asd;B3;CD202;IRRIG;D02M;manha;D02
svm;por_genotipo;CD202;1;treino;97;B3_CD202_IRRIG_REPROD00001.asd;B3;CD202;IRRIG;D02M;manha;D02
svm;por_genotipo;CD202;1;treino;99;B3_CD202_IRRIG_REPROD00003.asd;B3;CD202;IRRIG;D02M;manha;D02
svm;por_genotipo;CD202;1;treino;100;B3_CD202_IRRIG_REPROD00004.asd;B3;CD202;IRRIG;D02M;manha;D02
svm;por_genotipo;CD202;1;treino;101;B3_CD202_IRRIG_REPROD00005.asd;B3;CD202;IRRIG;D02M;manha;D02
svm;por_genotipo;CD202;1;treino;102;B3_CD202_IRRIG_REPROD00006.asd;B3;CD202;IRRIG;D02M;manha;D02
svm;por_genotipo;CD202;1;treino;103;B3_CD202_IRRIG_REPROD00007.asd;B3;CD202;IRRIG;D02M;manha;D02
svm;por_genotipo;CD202;1;treino;104;B3_CD202_NIRRIG_REPROD00000.asd;B3;CD202;NIRRIG;D02M;manha;D02
svm;por_genotipo;CD202;1;treino;105;B3_CD202_NIRRIG_REPROD00001.asd;B3;CD202;NIRRIG;D02M;manha;D02
svm;por_genotipo;CD202;1;treino;107;B3_CD202_NIRRIG_REPROD00003.asd;B3;CD202;NIRRIG;D02M;manha;D02
svm;por_genotipo;CD202;1;treino;108;B3_CD202_NIRRIG_REPROD00004.asd;B3;CD202;NIRRIG;D02M;manha;D02
svm;por_genotipo;CD202;1;treino;109;B3_CD202_NIRRIG_REPROD00005.asd;B3;CD202;NIRRIG;D02M;manha;D02
svm;por_genotipo;CD202;1;treino;111;B3_CD202_NIRRIG_REPROD00007.asd;B3;CD202;NIRRIG;D02M;manha;D02
svm;por_genotipo;CD202;1;treino;113;B4_CD202_IRRIG_REPROD00001.asd;B4;CD202;IRRIG;D02M;manha;D02
svm;por_genotipo;CD202;1;treino;114;B4_CD202_IRRIG_REPROD00002.asd;B4;CD202;IRRIG;D02M;manha;D02
svm;por_genotipo;CD202;1;treino;115;B4_CD202_IRRIG_REPROD00003.asd;B4;CD202;IRRIG;D02M;manha;D02
svm;por_genotipo;CD202;1;treino;116;B4_CD202_IRRIG_REPROD00004.asd;B4;CD202;IRRIG;D02M;manha;D02
svm;por_genotipo;CD202;1;treino;117;B4_CD202_IRRIG_REPROD00005.asd;B4;CD202;IRRIG;D02M;manha;D02
svm;por_genotipo;CD202;1;treino;118;B4_CD202_IRRIG_REPROD00006.asd;B4;CD202;IRRIG;D02M;manha;D02
svm;por_genotipo;CD202;1;treino;119;B4_CD202_IRRIG_REPROD00007.asd;B4;CD202;IRRIG;D02M;manha;D02
svm;por_genotipo;CD202;1;treino;120;B4_CD202_NIRRIG_REPROD00000.asd;B4;CD202;NIRRIG;D02M;manha;D02
svm;por_genotipo;CD202;1;treino;121;B4_CD202_NIRRIG_REPROD00001.asd;B4;CD202;NIRRIG;D02M;manha;D02
svm;por_genotipo;CD202;1;treino;122;B4_CD202_NIRRIG_REPROD00002.asd;B4;CD202;NIRRIG;D02M;manha;D02
svm;por_genotipo;CD202;1;treino;123;B4_CD202_NIRRIG_REPROD00003.asd;B4;CD202;NIRRIG;D02M;manha;D02
svm;por_genotipo;CD202;1;treino;124;B4_CD202_NIRRIG_REPROD00004.asd;B4;CD202;NIRRIG;D02M;manha;D02
svm;por_genotipo;CD202;1;treino;125;B4_CD202_NIRRIG_REPROD00005.asd;B4;CD202;NIRRIG;D02M;manha;D02
svm;por_genotipo;CD202;1;treino;256;B1_CD202_IRRIG_REPROD00000.asd;B1;CD202;IRRIG;D03M;manha;D03
svm;por_genotipo;CD202;1;treino;257;B1_CD202_IRRIG_REPROD00001.asd;B1;CD202;IRRIG;D03M;manha;D03
svm;por_genotipo;CD202;1;treino;258;B1_CD202_IRRIG_REPROD00002.asd;B1;CD202;IRRIG;D03M;manha;D03
svm;por_genotipo;CD202;1;treino;259;B1_CD202_IRRIG_REPROD00003.asd;B1;CD202;IRRIG;D03M;manha;D03
svm;por_genotipo;CD202;1;treino;260;B1_CD202_IRRIG_REPROD00004.asd;B1;CD202;IRRIG;D03M;manha;D03
svm;por_genotipo;CD202;1;treino;265;B1_CD202_NIRRIG_REPROD00001.asd;B1;CD202;NIRRIG;D03M;manha;D03
svm;por_genotipo;CD202;1;treino;267;B1_CD202_NIRRIG_REPROD00003.asd;B1;CD202;NIRRIG;D03M;manha;D03
svm;por_genotipo;CD202;1;treino;268;B1_CD202_NIRRIG_REPROD00004.asd;B1;CD202;NIRRIG;D03M;manha;D03
svm;por_genotipo;CD202;1;treino;269;B1_CD202_NIRRIG_REPROD00005.asd;B1;CD202;NIRRIG;D03M;manha;D03
svm;por_genotipo;CD202;1;treino;270;B1_CD202_NIRRIG_REPROD00006.asd;B1;CD202;NIRRIG;D03M;manha;D03
svm;por_genotipo;CD202;1;treino;271;B1_CD202_NIRRIG_REPROD00007.asd;B1;CD202;NIRRIG;D03M;manha;D03
svm;por_genotipo;CD202;1;treino;272;B2_CD202_IRRIG_REPROD00000.asd;B2;CD202;IRRIG;D03M;manha;D03
svm;por_genotipo;CD202;1;treino;273;B2_CD202_IRRIG_REPROD00001.asd;B2;CD202;IRRIG;D03M;manha;D03
svm;por_genotipo;CD202;1;treino;274;B2_CD202_IRRIG_REPROD00002.asd;B2;CD202;IRRIG;D03M;manha;D03
svm;por_genotipo;CD202;1;treino;275;B2_CD202_IRRIG_REPROD00003.asd;B2;CD202;IRRIG;D03M;manha;D03
svm;por_genotipo;CD202;1;treino;277;B2_CD202_IRRIG_REPROD00005.asd;B2;CD202;IRRIG;D03M;manha;D03
svm;por_genotipo;CD202;1;treino;278;B2_CD202_IRRIG_REPROD00006.asd;B2;CD202;IRRIG;D03M;manha;D03
svm;por_genotipo;CD202;1;treino;279;B2_CD202_IRRIG_REPROD00007.asd;B2;CD202;IRRIG;D03M;manha;D03
svm;por_genotipo;CD202;1;treino;280;B2_CD202_NIRRIG_REPROD00000.asd;B2;CD202;NIRRIG;D03M;manha;D03
svm;por_genotipo;CD202;1;treino;281;B2_CD202_NIRRIG_REPROD00001.asd;B2;CD202;NIRRIG;D03M;manha;D03
svm;por_genotipo;CD202;1;treino;282;B2_CD202_NIRRIG_REPROD00002.asd;B2;CD202;NIRRIG;D03M;manha;D03
svm;por_genotipo;CD202;1;treino;283;B2_CD202_NIRRIG_REPROD00003.asd;B2;CD202;NIRRIG;D03M;manha;D03
svm;por_genotipo;CD202;1;treino;284;B2_CD202_NIRRIG_REPROD00004.asd;B2;CD202;NIRRIG;D03M;manha;D03
svm;por_genotipo;CD202;1;treino;285;B2_CD202_NIRRIG_REPROD00005.asd;B2;CD202;NIRRIG;D03M;manha;D03
svm;por_genotipo;CD202;1;treino;287;B2_CD202_NIRRIG_REPROD00007.asd;B2;CD202;NIRRIG;D03M;manha;D03
svm;por_genotipo;CD202;1;treino;288;B3_CD202_IRRIG_REPROD00000.asd;B3;CD202;IRRIG;D03M;manha;D03
svm;por_genotipo;CD202;1;treino;289;B3_CD202_IRRIG_REPROD00001.asd;B3;CD202;IRRIG;D03M;manha;D03
svm;por_genotipo;CD202;1;treino;291;B3_CD202_IRRIG_REPROD00003.asd;B3;CD202;IRRIG;D03M;manha;D03
svm;por_genotipo;CD202;1;treino;292;B3_CD202_IRRIG_REPROD00004.asd;B3;CD202;IRRIG;D03M;manha;D03
svm;por_genotipo;CD202;1;treino;293;B3_CD202_IRRIG_REPROD00005.asd;B3;CD202;IRRIG;D03M;manha;D03
svm;por_genotipo;CD202;1;treino;294;B3_CD202_IRRIG_REPROD00006.asd;B3;CD202;IRRIG;D03M;manha;D03
svm;por_genotipo;CD202;1;treino;295;B3_CD202_IRRIG_REPROD00007.asd;B3;CD202;IRRIG;D03M;manha;D03
svm;por_genotipo;CD202;1;treino;296;B3_CD202_NIRRIG_REPROD00000.asd;B3;CD202;NIRRIG;D03M;manha;D03
svm;por_genotipo;CD202;1;treino;297;B3_CD202_NIRRIG_REPROD00001.asd;B3;CD202;NIRRIG;D03M;manha;D03
svm;por_genotipo;CD202;1;treino;299;B3_CD202_NIRRIG_REPROD00003.asd;B3;CD202;NIRRIG;D03M;manha;D03
svm;por_genotipo;CD202;1;treino;300;B3_CD202_NIRRIG_REPROD00004.asd;B3;CD202;NIRRIG;D03M;manha;D03
svm;por_genotipo;CD202;1;treino;301;B3_CD202_NIRRIG_REPROD00005.asd;B3;CD202;NIRRIG;D03M;manha;D03
svm;por_genotipo;CD202;1;treino;303;B3_CD202_NIRRIG_REPROD00007.asd;B3;CD202;NIRRIG;D03M;manha;D03
svm;por_genotipo;CD202;1;treino;305;B4_CD202_IRRIG_REPROD00001.asd;B4;CD202;IRRIG;D03M;manha;D03
svm;por_genotipo;CD202;1;treino;306;B4_CD202_IRRIG_REPROD00002.asd;B4;CD202;IRRIG;D03M;manha;D03
svm;por_genotipo;CD202;1;treino;307;B4_CD202_IRRIG_REPROD00003.asd;B4;CD202;IRRIG;D03M;manha;D03
svm;por_genotipo;CD202;1;treino;308;B4_CD202_IRRIG_REPROD00004.asd;B4;CD202;IRRIG;D03M;manha;D03
svm;por_genotipo;CD202;1;treino;309;B4_CD202_IRRIG_REPROD00005.asd;B4;CD202;IRRIG;D03M;manha;D03
svm;por_genotipo;CD202;1;treino;310;B4_CD202_IRRIG_REPROD00006.asd;B4;CD202;IRRIG;D03M;manha;D03
svm;por_genotipo;CD202;1;treino;311;B4_CD202_IRRIG_REPROD00007.asd;B4;CD202;IRRIG;D03M;manha;D03
svm;por_genotipo;CD202;1;treino;312;B4_CD202_NIRRIG_REPROD00000.asd;B4;CD202;NIRRIG;D03M;manha;D03
svm;por_genotipo;CD202;1;treino;313;B4_CD202_NIRRIG_REPROD00001.asd;B4;CD202;NIRRIG;D03M;manha;D03
svm;por_genotipo;CD202;1;treino;314;B4_CD202_NIRRIG_REPROD00002.asd;B4;CD202;NIRRIG;D03M;manha;D03
svm;por_genotipo;CD202;1;treino;315;B4_CD202_NIRRIG_REPROD00003.asd;B4;CD202;NIRRIG;D03M;manha;D03
svm;por_genotipo;CD202;1;treino;316;B4_CD202_NIRRIG_REPROD00004.asd;B4;CD202;NIRRIG;D03M;manha;D03
svm;por_genotipo;CD202;1;treino;317;B4_CD202_NIRRIG_REPROD00005.asd;B4;CD202;NIRRIG;D03M;manha;D03
svm;por_genotipo;CD202;1;treino;448;B1_CD202_IRRIG_REPROD00000.asd;B1;CD202;IRRIG;D04M;manha;D04
svm;por_genotipo;CD202;1;treino;449;B1_CD202_IRRIG_REPROD00001.asd;B1;CD202;IRRIG;D04M;manha;D04
svm;por_genotipo;CD202;1;treino;450;B1_CD202_IRRIG_REPROD00002.asd;B1;CD202;IRRIG;D04M;manha;D04
svm;por_genotipo;CD202;1;treino;451;B1_CD202_IRRIG_REPROD00003.asd;B1;CD202;IRRIG;D04M;manha;D04
svm;por_genotipo;CD202;1;treino;452;B1_CD202_IRRIG_REPROD00004.asd;B1;CD202;IRRIG;D04M;manha;D04
svm;por_genotipo;CD202;1;treino;457;B1_CD202_NIRRIG_REPROD00001.asd;B1;CD202;NIRRIG;D04M;manha;D04
svm;por_genotipo;CD202;1;treino;459;B1_CD202_NIRRIG_REPROD00003.asd;B1;CD202;NIRRIG;D04M;manha;D04
svm;por_genotipo;CD202;1;treino;460;B1_CD202_NIRRIG_REPROD00004.asd;B1;CD202;NIRRIG;D04M;manha;D04
svm;por_genotipo;CD202;1;treino;461;B1_CD202_NIRRIG_REPROD00005.asd;B1;CD202;NIRRIG;D04M;manha;D04
svm;por_genotipo;CD202;1;treino;462;B1_CD202_NIRRIG_REPROD00006.asd;B1;CD202;NIRRIG;D04M;manha;D04
svm;por_genotipo;CD202;1;treino;463;B1_CD202_NIRRIG_REPROD00007.asd;B1;CD202;NIRRIG;D04M;manha;D04
svm;por_genotipo;CD202;1;treino;464;B2_CD202_IRRIG_REPROD00000.asd;B2;CD202;IRRIG;D04M;manha;D04
svm;por_genotipo;CD202;1;treino;465;B2_CD202_IRRIG_REPROD00001.asd;B2;CD202;IRRIG;D04M;manha;D04
svm;por_genotipo;CD202;1;treino;466;B2_CD202_IRRIG_REPROD00002.asd;B2;CD202;IRRIG;D04M;manha;D04
svm;por_genotipo;CD202;1;treino;467;B2_CD202_IRRIG_REPROD00003.asd;B2;CD202;IRRIG;D04M;manha;D04
svm;por_genotipo;CD202;1;treino;469;B2_CD202_IRRIG_REPROD00005.asd;B2;CD202;IRRIG;D04M;manha;D04
svm;por_genotipo;CD202;1;treino;470;B2_CD202_IRRIG_REPROD00006.asd;B2;CD202;IRRIG;D04M;manha;D04
svm;por_genotipo;CD202;1;treino;471;B2_CD202_IRRIG_REPROD00007.asd;B2;CD202;IRRIG;D04M;manha;D04
svm;por_genotipo;CD202;1;treino;472;B2_CD202_NIRRIG_REPROD00000.asd;B2;CD202;NIRRIG;D04M;manha;D04
svm;por_genotipo;CD202;1;treino;473;B2_CD202_NIRRIG_REPROD00001.asd;B2;CD202;NIRRIG;D04M;manha;D04
svm;por_genotipo;CD202;1;treino;474;B2_CD202_NIRRIG_REPROD00002.asd;B2;CD202;NIRRIG;D04M;manha;D04
svm;por_genotipo;CD202;1;treino;475;B2_CD202_NIRRIG_REPROD00003.asd;B2;CD202;NIRRIG;D04M;manha;D04
svm;por_genotipo;CD202;1;treino;476;B2_CD202_NIRRIG_REPROD00004.asd;B2;CD202;NIRRIG;D04M;manha;D04
svm;por_genotipo;CD202;1;treino;477;B2_CD202_NIRRIG_REPROD00005.asd;B2;CD202;NIRRIG;D04M;manha;D04
svm;por_genotipo;CD202;1;treino;479;B2_CD202_NIRRIG_REPROD00007.asd;B2;CD202;NIRRIG;D04M;manha;D04
svm;por_genotipo;CD202;1;treino;480;B3_CD202_IRRIG_REPROD00000.asd;B3;CD202;IRRIG;D04M;manha;D04
svm;por_genotipo;CD202;1;treino;481;B3_CD202_IRRIG_REPROD00001.asd;B3;CD202;IRRIG;D04M;manha;D04
svm;por_genotipo;CD202;1;treino;483;B3_CD202_IRRIG_REPROD00003.asd;B3;CD202;IRRIG;D04M;manha;D04
svm;por_genotipo;CD202;1;treino;484;B3_CD202_IRRIG_REPROD00004.asd;B3;CD202;IRRIG;D04M;manha;D04
svm;por_genotipo;CD202;1;treino;485;B3_CD202_IRRIG_REPROD00005.asd;B3;CD202;IRRIG;D04M;manha;D04
svm;por_genotipo;CD202;1;treino;486;B3_CD202_IRRIG_REPROD00006.asd;B3;CD202;IRRIG;D04M;manha;D04
svm;por_genotipo;CD202;1;treino;487;B3_CD202_IRRIG_REPROD00007.asd;B3;CD202;IRRIG;D04M;manha;D04
svm;por_genotipo;CD202;1;treino;488;B3_CD202_NIRRIG_REPROD00000.asd;B3;CD202;NIRRIG;D04M;manha;D04
svm;por_genotipo;CD202;1;treino;489;B3_CD202_NIRRIG_REPROD00001.asd;B3;CD202;NIRRIG;D04M;manha;D04
svm;por_genotipo;CD202;1;treino;491;B3_CD202_NIRRIG_REPROD00003.asd;B3;CD202;NIRRIG;D04M;manha;D04
svm;por_genotipo;CD202;1;treino;492;B3_CD202_NIRRIG_REPROD00004.asd;B3;CD202;NIRRIG;D04M;manha;D04
svm;por_genotipo;CD202;1;treino;493;B3_CD202_NIRRIG_REPROD00005.asd;B3;CD202;NIRRIG;D04M;manha;D04
svm;por_genotipo;CD202;1;treino;495;B3_CD202_NIRRIG_REPROD00007.asd;B3;CD202;NIRRIG;D04M;manha;D04
svm;por_genotipo;CD202;1;treino;497;B4_CD202_IRRIG_REPROD00001.asd;B4;CD202;IRRIG;D04M;manha;D04
svm;por_genotipo;CD202;1;treino;498;B4_CD202_IRRIG_REPROD00002.asd;B4;CD202;IRRIG;D04M;manha;D04
svm;por_genotipo;CD202;1;treino;499;B4_CD202_IRRIG_REPROD00003.asd;B4;CD202;IRRIG;D04M;manha;D04
svm;por_genotipo;CD202;1;treino;500;B4_CD202_IRRIG_REPROD00004.asd;B4;CD202;IRRIG;D04M;manha;D04
svm;por_genotipo;CD202;1;treino;501;B4_CD202_IRRIG_REPROD00005.asd;B4;CD202;IRRIG;D04M;manha;D04
svm;por_genotipo;CD202;1;treino;502;B4_CD202_IRRIG_REPROD00006.asd;B4;CD202;IRRIG;D04M;manha;D04
svm;por_genotipo;CD202;1;treino;503;B4_CD202_IRRIG_REPROD00007.asd;B4;CD202;IRRIG;D04M;manha;D04
svm;por_genotipo;CD202;1;treino;504;B4_CD202_NIRRIG_REPROD00000.asd;B4;CD202;NIRRIG;D04M;manha;D04
svm;por_genotipo;CD202;1;treino;505;B4_CD202_NIRRIG_REPROD00001.asd;B4;CD202;NIRRIG;D04M;manha;D04
svm;por_genotipo;CD202;1;treino;506;B4_CD202_NIRRIG_REPROD00002.asd;B4;CD202;NIRRIG;D04M;manha;D04
svm;por_genotipo;CD202;1;treino;507;B4_CD202_NIRRIG_REPROD00003.asd;B4;CD202;NIRRIG;D04M;manha;D04
svm;por_genotipo;CD202;1;treino;508;B4_CD202_NIRRIG_REPROD00004.asd;B4;CD202;NIRRIG;D04M;manha;D04
svm;por_genotipo;CD202;1;treino;509;B4_CD202_NIRRIG_REPROD00005.asd;B4;CD202;NIRRIG;D04M;manha;D04
svm;por_genotipo;CD202;1;treino;640;B1_CD202_IRRIG_REPROD00000.asd;B1;CD202;IRRIG;D05M;manha;D05
svm;por_genotipo;CD202;1;treino;641;B1_CD202_IRRIG_REPROD00001.asd;B1;CD202;IRRIG;D05M;manha;D05
svm;por_genotipo;CD202;1;treino;642;B1_CD202_IRRIG_REPROD00002.asd;B1;CD202;IRRIG;D05M;manha;D05
svm;por_genotipo;CD202;1;treino;643;B1_CD202_IRRIG_REPROD00003.asd;B1;CD202;IRRIG;D05M;manha;D05
svm;por_genotipo;CD202;1;treino;644;B1_CD202_IRRIG_REPROD00004.asd;B1;CD202;IRRIG;D05M;manha;D05
svm;por_genotipo;CD202;1;treino;649;B1_CD202_NIRRIG_REPROD00001.asd;B1;CD202;NIRRIG;D05M;manha;D05
svm;por_genotipo;CD202;1;treino;651;B1_CD202_NIRRIG_REPROD00003.asd;B1;CD202;NIRRIG;D05M;manha;D05
svm;por_genotipo;CD202;1;treino;652;B1_CD202_NIRRIG_REPROD00004.asd;B1;CD202;NIRRIG;D05M;manha;D05
svm;por_genotipo;CD202;1;treino;653;B1_CD202_NIRRIG_REPROD00005.asd;B1;CD202;NIRRIG;D05M;manha;D05
svm;por_genotipo;CD202;1;treino;654;B1_CD202_NIRRIG_REPROD00006.asd;B1;CD202;NIRRIG;D05M;manha;D05
svm;por_genotipo;CD202;1;treino;655;B1_CD202_NIRRIG_REPROD00007.asd;B1;CD202;NIRRIG;D05M;manha;D05
svm;por_genotipo;CD202;1;treino;656;B2_CD202_IRRIG_REPROD00000.asd;B2;CD202;IRRIG;D05M;manha;D05
svm;por_genotipo;CD202;1;treino;657;B2_CD202_IRRIG_REPROD00001.asd;B2;CD202;IRRIG;D05M;manha;D05
svm;por_genotipo;CD202;1;treino;658;B2_CD202_IRRIG_REPROD00002.asd;B2;CD202;IRRIG;D05M;manha;D05
svm;por_genotipo;CD202;1;treino;659;B2_CD202_IRRIG_REPROD00003.asd;B2;CD202;IRRIG;D05M;manha;D05
svm;por_genotipo;CD202;1;treino;661;B2_CD202_IRRIG_REPROD00005.asd;B2;CD202;IRRIG;D05M;manha;D05
svm;por_genotipo;CD202;1;treino;662;B2_CD202_IRRIG_REPROD00006.asd;B2;CD202;IRRIG;D05M;manha;D05
svm;por_genotipo;CD202;1;treino;663;B2_CD202_IRRIG_REPROD00007.asd;B2;CD202;IRRIG;D05M;manha;D05
svm;por_genotipo;CD202;1;treino;664;B2_CD202_NIRRIG_REPROD00000.asd;B2;CD202;NIRRIG;D05M;manha;D05
svm;por_genotipo;CD202;1;treino;665;B2_CD202_NIRRIG_REPROD00001.asd;B2;CD202;NIRRIG;D05M;manha;D05
svm;por_genotipo;CD202;1;treino;666;B2_CD202_NIRRIG_REPROD00002.asd;B2;CD202;NIRRIG;D05M;manha;D05
svm;por_genotipo;CD202;1;treino;667;B2_CD202_NIRRIG_REPROD00003.asd;B2;CD202;NIRRIG;D05M;manha;D05
svm;por_genotipo;CD202;1;treino;668;B2_CD202_NIRRIG_REPROD00004.asd;B2;CD202;NIRRIG;D05M;manha;D05
svm;por_genotipo;CD202;1;treino;669;B2_CD202_NIRRIG_REPROD00005.asd;B2;CD202;NIRRIG;D05M;manha;D05
svm;por_genotipo;CD202;1;treino;671;B2_CD202_NIRRIG_REPROD00007.asd;B2;CD202;NIRRIG;D05M;manha;D05
svm;por_genotipo;CD202;1;treino;672;B3_CD202_IRRIG_REPROD00000.asd;B3;CD202;IRRIG;D05M;manha;D05
svm;por_genotipo;CD202;1;treino;673;B3_CD202_IRRIG_REPROD00001.asd;B3;CD202;IRRIG;D05M;manha;D05
svm;por_genotipo;CD202;1;treino;675;B3_CD202_IRRIG_REPROD00003.asd;B3;CD202;IRRIG;D05M;manha;D05
svm;por_genotipo;CD202;1;treino;676;B3_CD202_IRRIG_REPROD00004.asd;B3;CD202;IRRIG;D05M;manha;D05
svm;por_genotipo;CD202;1;treino;677;B3_CD202_IRRIG_REPROD00005.asd;B3;CD202;IRRIG;D05M;manha;D05
svm;por_genotipo;CD202;1;treino;678;B3_CD202_IRRIG_REPROD00006.asd;B3;CD202;IRRIG;D05M;manha;D05
svm;por_genotipo;CD202;1;treino;679;B3_CD202_IRRIG_REPROD00007.asd;B3;CD202;IRRIG;D05M;manha;D05
svm;por_genotipo;CD202;1;treino;680;B3_CD202_NIRRIG_REPROD00000.asd;B3;CD202;NIRRIG;D05M;manha;D05
svm;por_genotipo;CD202;1;treino;681;B3_CD202_NIRRIG_REPROD00001.asd;B3;CD202;NIRRIG;D05M;manha;D05
svm;por_genotipo;CD202;1;treino;683;B3_CD202_NIRRIG_REPROD00003.asd;B3;CD202;NIRRIG;D05M;manha;D05
svm;por_genotipo;CD202;1;treino;684;B3_CD202_NIRRIG_REPROD00004.asd;B3;CD202;NIRRIG;D05M;manha;D05
svm;por_genotipo;CD202;1;treino;685;B3_CD202_NIRRIG_REPROD00005.asd;B3;CD202;NIRRIG;D05M;manha;D05
svm;por_genotipo;CD202;1;treino;687;B3_CD202_NIRRIG_REPROD00007.asd;B3;CD202;NIRRIG;D05M;manha;D05
svm;por_genotipo;CD202;1;treino;689;B4_CD202_IRRIG_REPROD00001.asd;B4;CD202;IRRIG;D05M;manha;D05
svm;por_genotipo;CD202;1;treino;690;B4_CD202_IRRIG_REPROD00002.asd;B4;CD202;IRRIG;D05M;manha;D05
svm;por_genotipo;CD202;1;treino;691;B4_CD202_IRRIG_REPROD00003.asd;B4;CD202;IRRIG;D05M;manha;D05
svm;por_genotipo;CD202;1;treino;692;B4_CD202_IRRIG_REPROD00004.asd;B4;CD202;IRRIG;D05M;manha;D05
svm;por_genotipo;CD202;1;treino;693;B4_CD202_IRRIG_REPROD00005.asd;B4;CD202;IRRIG;D05M;manha;D05
svm;por_genotipo;CD202;1;treino;694;B4_CD202_IRRIG_REPROD00006.asd;B4;CD202;IRRIG;D05M;manha;D05
svm;por_genotipo;CD202;1;treino;695;B4_CD202_IRRIG_REPROD00007.asd;B4;CD202;IRRIG;D05M;manha;D05
svm;por_genotipo;CD202;1;treino;696;B4_CD202_NIRRIG_REPROD00000.asd;B4;CD202;NIRRIG;D05M;manha;D05
svm;por_genotipo;CD202;1;treino;697;B4_CD202_NIRRIG_REPROD00001.asd;B4;CD202;NIRRIG;D05M;manha;D05
svm;por_genotipo;CD202;1;treino;698;B4_CD202_NIRRIG_REPROD00002.asd;B4;CD202;NIRRIG;D05M;manha;D05
svm;por_genotipo;CD202;1;treino;699;B4_CD202_NIRRIG_REPROD00003.asd;B4;CD202;NIRRIG;D05M;manha;D05
svm;por_genotipo;CD202;1;treino;700;B4_CD202_NIRRIG_REPROD00004.asd;B4;CD202;NIRRIG;D05M;manha;D05
svm;por_genotipo;CD202;1;treino;701;B4_CD202_NIRRIG_REPROD00005.asd;B4;CD202;NIRRIG;D05M;manha;D05
