genotipo;condicao;banda_nm;n;W;p_valor;q_fdr;normal_p;normal_q
BR16;IRRIG;428;28;0.9682252008689327;0.533891832380995;0.7017924622518932;True;True
BR16;IRRIG;429;28;0.9684335283603432;0.5392719483744961;0.7035920904046383;True;True
BR16;IRRIG;430;28;0.9688835356866676;0.550989456623255;0.7107417456190541;True;True
BR16;IRRIG;431;28;0.9688090281369787;0.5490405376177262;0.7092410294102314;True;True
BR16;IRRIG;432;28;0.967927836868156;0.5262627453276952;0.6981661647264572;True;True
BR16;IRRIG;433;28;0.9670449089728286;0.5039757061655926;0.6778060153086101;True;True
BR16;IRRIG;434;28;0.9666924835980377;0.49523878369272856;0.6698001618946348;True;True
BR16;IRRIG;435;28;0.9668747919277041;0.4997467356456584;0.6747732421390688;True;True
BR16;IRRIG;436;28;0.9676080074732817;0.5181253031042071;0.6909460316428665;True;True
BR16;IRRIG;437;28;0.9678922886736849;0.5253547717909179;0.6974127099955811;True;True
BR16;IRRIG;438;28;0.9678801705775665;0.5250454502778633;0.6974127099955811;True;True
BR16;IRRIG;439;28;0.9680461318169024;0.5292904903993372;0.700399097030724;True;True
BR16;IRRIG;440;28;0.9686088181075482;0.5438208620141378;0.707073840627925;True;True
BR16;IRRIG;441;28;0.9687201899864895;0.5467213077797999;0.707073840627925;True;True
BR16;IRRIG;442;28;0.9689702811478581;0.5532628162527364;0.7132256669606301;True;True
BR16;IRRIG;443;28;0.9691593107668717;0.558232649573496;0.7160319976705694;True;True
BR16;IRRIG;444;28;0.9693900969589497;0.564329161936711;0.7206968313400961;True;True
BR16;IRRIG;445;28;0.9697105181002805;0.5728441810934158;0.7259011523133204;True;True
BR16;IRRIG;446;28;0.9701095923873598;0.5835275872555216;0.7325986613506914;True;True
BR16;IRRIG;447;28;0.97046552326268;0.593124535613895;0.7345467196771899;True;True
BR16;IRRIG;448;28;0.9704535249070739;0.5928000246493937;0.7345467196771899;True;True
BR16;IRRIG;449;28;0.9702998269588126;0.5886491516542816;0.7345467196771899;True;True
BR16;IRRIG;450;28;0.9703258794763783;0.5893519410815748;0.7345467196771899;True;True
BR16;IRRIG;451;28;0.970370519469058;0.5905569103702047;0.7345467196771899;True;True
BR16;IRRIG;452;28;0.970191185662716;0.5857220575544024;0.7333269311369328;True;True
BR16;IRRIG;453;28;0.9700174221360343;0.5810527227230327;0.7306800332954875;True;True
BR16;IRRIG;454;28;0.9701180236851362;0.5837541930439077;0.7325986613506914;True;True
BR16;IRRIG;455;28;0.9701908906941267;0.5857141182720699;0.7333269311369328;True;True
BR16;IRRIG;456;28;0.9704018584846644;0.5914034198778703;0.7345467196771899;True;True
BR16;IRRIG;457;28;0.9706137533137074;0.597139150519139;0.7373464164447647;True;True
BR16;IRRIG;458;28;0.9704900131620356;0.5937871069700899;0.7345467196771899;True;True
BR16;IRRIG;459;28;0.970067537147402;0.5823978207458083;0.7319227514397382;True;True
BR16;IRRIG;460;28;0.969729351154893;0.5733464381325203;0.7259011523133204;True;True
BR16;IRRIG;461;28;0.9698572153923495;0.5767615239325998;0.728576555954364;True;True
BR16;IRRIG;462;28;0.970003414291873;0.5806769811243727;0.7306555142859438;True;True
BR16;IRRIG;463;28;0.9703297353714495;0.5894559853132392;0.7345467196771899;True;True
BR16;IRRIG;464;28;0.9707646709174752;0.6012368339197955;0.7394102052698521;True;True
BR16;IRRIG;465;28;0.9712586108052595;0.6147159573189276;0.746025105598296;True;True
BR16;IRRIG;466;28;0.9717904517678353;0.6293326899692618;0.748080269386275;True;True
BR16;IRRIG;467;28;0.97208691860481;0.6375202533798403;0.7518999653145788;True;True
BR16;IRRIG;468;28;0.9720287928519267;0.6359129832664703;0.7507340426433562;True;True
BR16;IRRIG;469;28;0.9715437247559151;0.622539628198364;0.7478989648866939;True;True
BR16;IRRIG;470;28;0.9712161574532596;0.6135535939583903;0.7456218288277605;True;True
BR16;IRRIG;471;28;0.9712331996086498;0.6140201213506034;0.7456218288277605;True;True
BR16;IRRIG;472;28;0.9715036083194313;0.6214370493718234;0.7478989648866939;True;True
BR16;IRRIG;473;28;0.9718119055254073;0.6299242991283419;0.748080269386275;True;True
BR16;IRRIG;474;28;0.9722003948050009;0.6406606861703508;0.7547358227084373;True;True
BR16;IRRIG;475;28;0.97273133390707;0.6553949451186611;0.7607328989464482;True;True
BR16;IRRIG;476;28;0.9732819885730928;0.6707295270134566;0.769778691320894;True;True
BR16;IRRIG;477;28;0.9736427706758611;0.680793638673272;0.7744358030609434;True;True
BR16;IRRIG;478;28;0.9738817169240641;0.6874620526091999;0.7785637752929325;True;True
BR16;IRRIG;479;28;0.9739185330325592;0.6884895273852953;0.7788703919841372;True;True
BR16;IRRIG;480;28;0.9738767025157024;0.6873221081504383;0.7785637752929325;True;True
BR16;IRRIG;481;28;0.9739875427695283;0.6904154173690267;0.7800147683208924;True;True
BR16;IRRIG;482;28;0.9742396056343992;0.6974484153794325;0.7835786227278722;True;True
BR16;IRRIG;483;28;0.9745124071416862;0.7050549539222881;0.7897693667365445;True;True
BR16;IRRIG;484;28;0.9748934798686688;0.7156646192489352;0.7990354567662309;True;True
BR16;IRRIG;485;28;0.975319626303851;0.7274955967873776;0.8096003630010372;True;True
BR16;IRRIG;486;28;0.9756317768241264;0.7361307519721303;0.8165517427230066;True;True
BR16;IRRIG;487;28;0.9758517162086978;0.7421954982346307;0.8206161546518748;True;True
BR16;IRRIG;488;28;0.97617174165884;0.7509861141018921;0.8267700053800218;True;True
BR16;IRRIG;489;28;0.9764278266519423;0.7579872026322437;0.8314225170606283;True;True
BR16;IRRIG;490;28;0.9764930778660688;0.7597658985798197;0.8328593575559647;True;True
BR16;IRRIG;491;28;0.9766865405920377;0.7650261732817977;0.8365924792307037;True;True
BR16;IRRIG;492;28;0.9768671294390372;0.7699172654522674;0.8386087686896443;True;True
BR16;IRRIG;493;28;0.9770620006984634;0.7751728887264286;0.8426399172226525;True;True
BR16;IRRIG;494;28;0.9774574106029759;0.7857589988849686;0.8495475522999845;True;True
BR16;IRRIG;495;28;0.9779657264859828;0.7991948115259471;0.8576810136535459;True;True
BR16;IRRIG;496;28;0.9783775752466018;0.8099183252489276;0.8642878495189488;True;True
BR16;IRRIG;497;28;0.9786272549417318;0.8163407920566824;0.8679704326118484;True;True
BR16;IRRIG;498;28;0.9788109460347331;0.8210252493014991;0.870545552240007;True;True
BR16;IRRIG;499;28;0.9791684899124676;0.8300383348262035;0.8743752566659185;True;True
BR16;IRRIG;500;28;0.9795922264651583;0.8405274176751845;0.8809002215900886;True;True
BR16;IRRIG;501;28;0.9800050879265336;0.8505294248663366;0.889564431616959;True;True
BR16;IRRIG;502;28;0.9805098193392818;0.8624395489477735;0.8992697076216999;True;True
BR16;IRRIG;503;28;0.9810345414208265;0.8744195871155667;0.9085281525704292;True;True
BR16;IRRIG;504;28;0.9815812964043907;0.8864304567679873;0.9177530877491882;True;True
BR16;IRRIG;505;28;0.9821054497984806;0.8974583212534148;0.926364880166459;True;True
BR16;IRRIG;506;28;0.9825657425559685;0.9067248078755358;0.9324970205765936;True;True
BR16;IRRIG;507;28;0.9830074185101435;0.9152300242450759;0.9371626458944836;True;True
BR16;IRRIG;508;28;0.9835654169343009;0.9254089551200021;0.9421263712571148;True;True
BR16;IRRIG;509;28;0.9841046420112467;0.9346199404378823;0.9421263712571148;True;True
BR16;IRRIG;510;28;0.9846657404198855;0.9435283420712546;0.9467142110939982;True;True
BR16;IRRIG;511;28;0.985122838188725;0.9502627618182752;0.9520435306512942;True;True
BR16;IRRIG;512;28;0.9853260933124354;0.9531043656527838;0.9531043656527838;True;True
BR16;IRRIG;513;28;0.9852713970470405;0.9523489947983651;0.9531043656527838;True;True
BR16;IRRIG;514;28;0.9853131457638042;0.9529261764618654;0.9531043656527838;True;True
BR16;IRRIG;515;28;0.985150212280887;0.950650975511385;0.9520435306512942;True;True
BR16;IRRIG;516;28;0.9847678741958058;0.9450741597128756;0.9473837251080683;True;True
BR16;IRRIG;517;28;0.9844302236088478;0.939874402950858;0.9444068973102798;True;True
BR16;IRRIG;518;28;0.983716793463756;0.9280578654620619;0.9421263712571148;True;True
BR16;IRRIG;519;28;0.9825568802487135;0.906550217150141;0.9324970205765936;True;True
BR16;IRRIG;520;28;0.9814808010754199;0.8842606468599155;0.9159689831867104;True;True
BR16;IRRIG;521;28;0.9801262523156801;0.8534214083632902;0.8921342041555087;True;True
BR16;IRRIG;522;28;0.9797670435849151;0.8447898189093074;0.8840122033586681;True;True
BR16;IRRIG;523;28;0.9793709531085109;0.8350771590819037;0.877879678768316;True;True
BR16;IRRIG;524;28;0.9783681044812974;0.8096735029852047;0.8642878495189488;True;True
BR16;IRRIG;525;28;0.9779254148241675;0.798137041493717;0.8576810136535459;True;True
BR16;IRRIG;526;28;0.9777124159890849;0.7925252895409446;0.8550601624663217;True;True
BR16;IRRIG;527;28;0.9778598815360358;0.7964145013969457;0.8570962762452006;True;True
BR16;IRRIG;528;28;0.9779868015256525;0.7997472578454279;0.8576810136535459;True;True
BR16;IRRIG;529;28;0.977995401801607;0.7999725885515521;0.8576810136535459;True;True
BR16;IRRIG;530;28;0.9781622399708872;0.8043308669712276;0.8610034489342315;True;True
BR16;IRRIG;531;28;0.9784709060965974;0.8123262978557244;0.8660114739184896;True;True
BR16;IRRIG;532;28;0.9787154632127595;0.8185946745846368;0.8699130196673667;True;True
BR16;IRRIG;533;28;0.9788222093628209;0.8213113250743493;0.870545552240007;True;True
BR16;IRRIG;534;28;0.9788522276602651;0.8220730900208851;0.870545552240007;True;True
BR16;IRRIG;535;28;0.9789708435539698;0.8250735806750242;0.8714870095355934;True;True
BR16;IRRIG;536;28;0.9791171149542772;0.8287521025129776;0.8734689425766274;True;True
BR16;IRRIG;537;28;0.9792621930946779;0.8323764080797676;0.876170658416659;True;True
BR16;IRRIG;538;28;0.9794647135795193;0.8373939808123619;0.8794137504588604;True;True
BR16;IRRIG;539;28;0.9795213367034756;0.8387879098788844;0.8798839768694033;True;True
BR16;IRRIG;540;28;0.979436616808814;0.8367008359012247;0.87913597050892;True;True
BR16;IRRIG;541;28;0.9793104820462548;0.8335772727219802;0.876752300693734;True;True
BR16;IRRIG;542;28;0.9791122305680908;0.8286296582653185;0.8734689425766274;True;True
BR16;IRRIG;543;28;0.9787367605859171;0.8191376470179705;0.8699130196673667;True;True
BR16;IRRIG;544;28;0.9783287492081073;0.8086552347164195;0.8642792529460014;True;True
BR16;IRRIG;545;28;0.9780992617436975;0.8026886231867902;0.8596941859823012;True;True
BR16;IRRIG;546;28;0.9779434552800925;0.7986105922586808;0.8576810136535459;True;True
BR16;IRRIG;547;28;0.9778103188633862;0.7951093496990584;0.8564964686096475;True;True
BR16;IRRIG;548;28;0.9776642256299758;0.7912505012400226;0.8544849163419183;True;True
BR16;IRRIG;549;28;0.9774119919736557;0.7845486736980234;0.8491342109523198;True;True
BR16;IRRIG;550;28;0.9771010917735499;0.7762242332954267;0.8429329286406705;True;True
BR16;IRRIG;551;28;0.9767940312783527;0.7679397800724724;0.8386087686896443;True;True
BR16;IRRIG;552;28;0.9764301210744937;0.7580497839606899;0.8314225170606283;True;True
BR16;IRRIG;553;28;0.9760451260984825;0.7475133469659511;0.8242741261436375;True;True
BR16;IRRIG;554;28;0.9757036133875672;0.7381135348558161;0.8178664829763798;True;True
BR16;IRRIG;555;28;0.9753780181494427;0.7291131485971245;0.8109604489005978;True;True
BR16;IRRIG;556;28;0.9749385837136946;0.7169187397499357;0.8000001823868977;True;True
BR16;IRRIG;557;28;0.9745051175611393;0.7048517975717057;0.7897693667365445;True;True
BR16;IRRIG;558;28;0.9741518830812168;0.6950011592397043;0.7819239591884989;True;True
BR16;IRRIG;559;28;0.9737817791384699;0.6846729398862754;0.7775549278553437;True;True
BR16;IRRIG;560;28;0.9733370181228773;0.672263990180908;0.7706574330494306;True;True
BR16;IRRIG;561;28;0.972935813108435;0.6610842595189771;0.7652467509199864;True;True
BR16;IRRIG;562;28;0.9725597835119973;0.650627576669832;0.7586339737065522;True;True
BR16;IRRIG;563;28;0.9722962795087036;0.6433168685051305;0.7561277348447121;True;True
BR16;IRRIG;564;28;0.971983503870827;0.6346613273399345;0.7498216488330678;True;True
BR16;IRRIG;565;28;0.9714423092850415;0.6197533697619186;0.7478989648866939;True;True
BR16;IRRIG;566;28;0.9706016988258399;0.5968122919877651;0.7373464164447647;True;True
BR16;IRRIG;567;28;0.9700025561867014;0.5806539669153348;0.7306555142859438;True;True
BR16;IRRIG;568;28;0.9694312568646419;0.5654197120109856;0.7216402173830314;True;True
BR16;IRRIG;569;28;0.9686116258724919;0.5438938871159046;0.707073840627925;True;True
BR16;IRRIG;570;28;0.9681105540378777;0.5309433837860629;0.7017120390672598;True;True
BR16;IRRIG;571;28;0.9682094099628006;0.5334852029448505;0.7017924622518932;True;True
BR16;IRRIG;572;28;0.9683404555869366;0.5368647724947746;0.7017924622518932;True;True
BR16;IRRIG;573;28;0.9683669892814541;0.5375504428072765;0.7017924622518932;True;True
BR16;IRRIG;574;28;0.9683531505643116;0.5371927717422382;0.7017924622518932;True;True
BR16;IRRIG;575;28;0.9686360385699896;0.5445290317286577;0.707073840627925;True;True
BR16;IRRIG;576;28;0.9692005322726257;0.5593192674494443;0.7169773859617564;True;True
BR16;IRRIG;577;28;0.9695076952356412;0.5674475516242936;0.7228788375039914;True;True
BR16;IRRIG;578;28;0.9696490235008765;0.571205542700528;0.7258628055011047;True;True
BR16;IRRIG;579;28;0.969666570674833;0.5716729075332692;0.7259011523133204;True;True
BR16;IRRIG;580;28;0.969468695333544;0.5664125042487386;0.7220087297788458;True;True
BR16;IRRIG;581;28;0.9691465419581593;0.5578962632861997;0.7160319976705694;True;True
BR16;IRRIG;582;28;0.96900023503543;0.5540488981070446;0.7137903831768521;True;True
BR16;IRRIG;583;28;0.9687080197528662;0.5464039761464634;0.707073840627925;True;True
BR16;IRRIG;584;28;0.9682632220567609;0.5348715942052443;0.7017924622518932;True;True
BR16;IRRIG;585;28;0.9676505820684751;0.5192043921001456;0.6914858494788303;True;True
BR16;IRRIG;586;28;0.9671406233741559;0.5063645278201966;0.679681705863366;True;True
BR16;IRRIG;587;28;0.966675455533033;0.4948190121893108;0.6698001618946348;True;True
BR16;IRRIG;588;28;0.9662557908979982;0.4845436982251233;0.6607706948535425;True;True
BR16;IRRIG;589;28;0.9659820460142403;0.47791482626302123;0.6525987407892521;True;True
BR16;IRRIG;590;28;0.9659339476582979;0.4767561874639506;0.652319506663484;True;True
BR16;IRRIG;591;28;0.9658390664348908;0.4744759705470793;0.6498057214193717;True;True
BR16;IRRIG;592;28;0.9656477405413258;0.469899762037764;0.6455220441657428;True;True
BR16;IRRIG;593;28;0.9652651780557506;0.4608377507441934;0.6373420274958467;True;True
BR16;IRRIG;594;28;0.9647709805907573;0.44930806696886455;0.6284757003772664;True;True
BR16;IRRIG;595;28;0.964237609085485;0.437091563077931;0.6191088846926147;True;True
BR16;IRRIG;596;28;0.963724971951948;0.4255753447834734;0.6094907954662235;True;True
BR16;IRRIG;597;28;0.9631285034157663;0.41245718963690475;0.5988805379251401;True;True
BR16;IRRIG;598;28;0.9625833795169958;0.40073512999469313;0.5887591343976473;True;True
BR16;IRRIG;599;28;0.9622061323111475;0.39277300846315455;0.5837517683753116;True;True
BR16;IRRIG;600;28;0.9619422972354956;0.38727764511529295;0.5809153923090491;True;True
BR16;IRRIG;601;28;0.9616904083007588;0.3820873037543404;0.5787376781803871;True;True
BR16;IRRIG;602;28;0.9614230036889493;0.3766373406952057;0.5745769504516847;True;True
BR16;IRRIG;603;28;0.9610828861814098;0.3697948053919372;0.5702625156833557;True;True
BR16;IRRIG;604;28;0.9608866382385108;0.3658921583587206;0.5679873982682795;True;True
BR16;IRRIG;605;28;0.9606505551287643;0.3612414003343458;0.5655054680413087;True;True
BR16;IRRIG;606;28;0.9602478357968689;0.35341881846626144;0.5601715584809136;True;True
BR16;IRRIG;607;28;0.959908997220879;0.3469450517334711;0.5541933809231692;True;True
BR16;IRRIG;608;28;0.9597010744313772;0.3430212191896981;0.5520494233202945;True;True
BR16;IRRIG;609;28;0.9597095480225155;0.34318040698848146;0.5520494233202945;True;True
BR16;IRRIG;610;28;0.9597628231967009;0.34418265782990043;0.5527945428419153;True;True
BR16;IRRIG;611;28;0.959873115533837;0.34626526738965724;0.5541933809231692;True;True
BR16;IRRIG;612;28;0.9599041710873852;0.3468535557062614;0.5541933809231692;True;True
BR16;IRRIG;613;28;0.9598838512893864;0.34646854247036857;0.5541933809231692;True;True
BR16;IRRIG;614;28;0.9597599494414426;0.3441285328018152;0.5527945428419153;True;True
BR16;IRRIG;615;28;0.9594753026083519;0.33880235241964585;0.5485652018202183;True;True
BR16;IRRIG;616;28;0.9590540750287302;0.3310470201898488;0.5424141755895298;True;True
BR16;IRRIG;617;28;0.9586785957050561;0.3242605249627972;0.5396113678310114;True;True
BR16;IRRIG;618;28;0.9582406600991112;0.31649481351509634;0.538210601227054;True;True
BR16;IRRIG;619;28;0.957795123042645;0.308758315941446;0.538210601227054;True;True
BR16;IRRIG;620;28;0.9572994273717598;0.30034334898594084;0.538210601227054;True;True
BR16;IRRIG;621;28;0.956895289168592;0.29363116051573723;0.538210601227054;True;True
BR16;IRRIG;622;28;0.956466588505991;0.28665520569211334;0.538210601227054;True;True
BR16;IRRIG;623;28;0.9560389768335762;0.27984319149667924;0.5354089419400085;True;True
BR16;IRRIG;624;28;0.9555422932850952;0.27211183445250287;0.5291372569362562;True;True
BR16;IRRIG;625;28;0.9552647725580728;0.2678756647779731;0.5289791914637059;True;True
BR16;IRRIG;626;28;0.9551798075754324;0.266590624257129;0.5289791914637059;True;True
BR16;IRRIG;627;28;0.9550617471309412;0.264814245788074;0.5289791914637059;True;True
BR16;IRRIG;628;28;0.9548744649445157;0.2620182133350391;0.5289791914637059;True;True
BR16;IRRIG;629;28;0.9547093656434082;0.2595755076851491;0.5289791914637059;True;True
BR16;IRRIG;630;28;0.9544793035648805;0.25620604038674166;0.5289791914637059;True;True
BR16;IRRIG;631;28;0.9541887750224183;0.25200775669862213;0.5289791914637059;True;True
BR16;IRRIG;632;28;0.9539825878347775;0.24906637136278392;0.5289791914637059;True;True
BR16;IRRIG;633;28;0.953917251541685;0.24814087010895336;0.5289791914637059;True;True
BR16;IRRIG;634;28;0.9538659747468177;0.24741672730243108;0.5289791914637059;True;True
BR16;IRRIG;635;28;0.9538358585604206;0.2469923210214815;0.5289791914637059;True;True
BR16;IRRIG;636;28;0.953928423540248;0.24829890053502546;0.5289791914637059;True;True
BR16;IRRIG;637;28;0.954225686336234;0.25253764932673356;0.5289791914637059;True;True
BR16;IRRIG;638;28;0.9546555883018913;0.25878431277419833;0.5289791914637059;True;True
BR16;IRRIG;639;28;0.9552808597839825;0.2681195997490914;0.5289791914637059;True;True
BR16;IRRIG;640;28;0.9560178448475111;0.2795103069824221;0.5352713721950959;True;True
BR16;IRRIG;641;28;0.9566922541572536;0.2903089045388544;0.538210601227054;True;True
BR16;IRRIG;642;28;0.957363311508585;0.3014165443364997;0.538210601227054;True;True
BR16;IRRIG;643;28;0.9580304557018533;0.312824213389425;0.538210601227054;True;True
BR16;IRRIG;644;28;0.9587472279588465;0.3254921260040835;0.5396113678310114;True;True
BR16;IRRIG;645;28;0.9594026807716665;0.3374545416046657;0.5484304792640011;True;True
BR16;IRRIG;646;28;0.9600637851516005;0.3498901739853888;0.556298253367467;True;True
BR16;IRRIG;647;28;0.9606296014338902;0.36083094258555204;0.5655054680413087;True;True
BR16;IRRIG;648;28;0.961132580806304;0.3707883289192916;0.5706809619962757;True;True
BR16;IRRIG;649;28;0.9617029765764445;0.38234497997777894;0.5787376781803871;True;True
BR16;IRRIG;650;28;0.9621788201202115;0.39220133527915996;0.5837283860774151;True;True
BR16;IRRIG;651;28;0.962458906469568;0.39809443451679116;0.5871710062492781;True;True
BR16;IRRIG;652;28;0.9626898095591877;0.40300364392317856;0.5904003383474565;True;True
BR16;IRRIG;653;28;0.9629524585054646;0.4086436611953661;0.5956845409464789;True;True
BR16;IRRIG;654;28;0.9632500464979542;0.41510560755244424;0.6012581928602141;True;True
BR16;IRRIG;655;28;0.9634455634960738;0.41939245871059705;0.6037848339492493;True;True
BR16;IRRIG;656;28;0.9636419329905401;0.423730871272583;0.6081679614975982;True;True
BR16;IRRIG;657;28;0.9638839038846573;0.429121904989244;0.6127331798237604;True;True
BR16;IRRIG;658;28;0.9641819671181523;0.43583084666098837;0.6177776385266078;True;True
BR16;IRRIG;659;28;0.9644524835323874;0.4419845231847917;0.6228767431892749;True;True
BR16;IRRIG;660;28;0.9646059330232561;0.4455024073960896;0.625839340800945;True;True
BR16;IRRIG;661;28;0.9646716861618034;0.44701582798452205;0.627535566869442;True;True
BR16;IRRIG;662;28;0.9647091270899353;0.44787920091385663;0.628317538354528;True;True
BR16;IRRIG;663;28;0.9647835427871085;0.4495986514203126;0.6284757003772664;True;True
BR16;IRRIG;664;28;0.9647996655389449;0.44997178896725937;0.6284757003772664;True;True
BR16;IRRIG;665;28;0.9647438005365043;0.44867979482859405;0.6284757003772664;True;True
BR16;IRRIG;666;28;0.9647894650052213;0.4497356874961614;0.6284757003772664;True;True
BR16;IRRIG;667;28;0.9648723022141241;0.4516555260182722;0.6284757003772664;True;True
BR16;IRRIG;668;28;0.9648728840567672;0.45166903089034166;0.6284757003772664;True;True
BR16;IRRIG;669;28;0.9648453287732803;0.4510297654012915;0.6284757003772664;True;True
BR16;IRRIG;670;28;0.9647825737710306;0.4495762318167119;0.6284757003772664;True;True
BR16;IRRIG;671;28;0.9645964575477521;0.4452846098226282;0.625839340800945;True;True
BR16;IRRIG;672;28;0.9643835699807825;0.4404110585768412;0.6217449580194713;True;True
BR16;IRRIG;673;28;0.9640772915242575;0.433466211806107;0.6165320391222784;True;True
BR16;IRRIG;674;28;0.9639312565140921;0.43018272008608893;0.6127331798237604;True;True
BR16;IRRIG;675;28;0.963936231295724;0.4302942776536493;0.6127331798237604;True;True
BR16;IRRIG;676;28;0.9639335196772985;0.4302334680536098;0.6127331798237604;True;True
BR16;IRRIG;677;28;0.963901380910491;0.429513212062442;0.6127331798237604;True;True
BR16;IRRIG;678;28;0.9637472388268224;0.4260709370617462;0.6094907954662235;True;True
BR16;IRRIG;679;28;0.9634421808044749;0.4193180128639428;0.6037848339492493;True;True
BR16;IRRIG;680;28;0.9630688914956254;0.4111628807704201;0.5980816088369728;True;True
BR16;IRRIG;681;28;0.9628357200793776;0.4061295352382578;0.5929092778946292;True;True
BR16;IRRIG;682;28;0.9624269960715572;0.39741960941247295;0.5871710062492781;True;True
BR16;IRRIG;683;28;0.9617646742536421;0.3836118956499347;0.5798161167736969;True;True
BR16;IRRIG;684;28;0.9614042835277106;0.3762581234316402;0.5745769504516847;True;True
BR16;IRRIG;685;28;0.9610725145237317;0.3695877185029663;0.5702625156833557;True;True
BR16;IRRIG;686;28;0.9605206197864388;0.3587022252541012;0.5655054680413087;True;True
BR16;IRRIG;687;28;0.9598063839477706;0.34500395646392534;0.5532570054643418;True;True
BR16;IRRIG;688;28;0.9586820615195062;0.32432262380913723;0.5396113678310114;True;True
BR16;IRRIG;689;28;0.9571519108516868;0.2978779221731178;0.538210601227054;True;True
BR16;IRRIG;690;28;0.9554855179340446;0.27124034114002915;0.5289791914637059;True;True
BR16;IRRIG;691;28;0.9527534131200491;0.23217490010728326;0.5289791914637059;True;True
BR16;IRRIG;692;28;0.9495624403187435;0.19317361382402393;0.5289791914637059;True;True
BR16;IRRIG;693;28;0.9490777104004408;0.18782149194951864;0.5289791914637059;True;True
BR16;IRRIG;694;28;0.9480261123209852;0.17669417010410254;0.5289791914637059;True;True
BR16;IRRIG;695;28;0.948804569544451;0.18486835378243893;0.5289791914637059;True;True
BR16;IRRIG;696;28;0.9512670056977117;0.21316781335787233;0.5289791914637059;True;True
BR16;IRRIG;697;28;0.9516029632482723;0.2173320704535131;0.5289791914637059;True;True
BR16;IRRIG;698;28;0.9532031312758009;0.23822866703336953;0.5289791914637059;True;True
BR16;IRRIG;699;28;0.9517199528185212;0.2187999859992763;0.5289791914637059;True;True
BR16;IRRIG;700;28;0.9469362591417735;0.16583311351751368;0.5289791914637059;True;True
BR16;IRRIG;701;28;0.9453055188865569;0.15078266908737414;0.5289791914637059;True;True
BR16;IRRIG;702;28;0.9496653933771243;0.1943289404773179;0.5289791914637059;True;True
BR16;IRRIG;703;28;0.9527754865145511;0.23246868486330052;0.5289791914637059;True;True
BR16;IRRIG;704;28;0.9582789386400804;0.31716719432903995;0.538210601227054;True;True
BR16;IRRIG;705;28;0.9653049145400443;0.46177349716708443;0.6377760556832931;True;True
BR16;IRRIG;706;28;0.9699879850066001;0.5802632292115498;0.7306555142859438;True;True
BR16;IRRIG;707;28;0.972687746676644;0.6541831281112849;0.7601867398052381;True;True
BR16;IRRIG;708;28;0.9730402040196513;0.6639912557222108;0.765568259527954;True;True
BR16;IRRIG;709;28;0.9716136988094721;0.6244641523891962;0.748080269386275;True;True
BR16;IRRIG;710;28;0.9695805705119215;0.5693839466001713;0.724445703769821;True;True
